trip_time,avg_speed,max_speed,stops_count,acceleration_variation,route_distance,trip_number,time_of_day,weight
205.68,30.25,45.07,8,1.662,51.554,214,16,32.8
21.18,52.78,70.01,2,0.819,13.846,53,2,12.53
75.45,40.5,49.68,3,0.923,30.398,188,21,24.79
90.92,47.72,54.82,2,1.046,43.797,26,17,23.1
99.84,42.42,54.07,3,1.033,45.255,51,16,21.03
23.04,60.14,76.23,1,0.735,17.875,116,1,10.24
164.28,35.88,49.92,3,1.213,55.526,116,23,27.81
151.45,38.68,51.33,4,1.359,55.363,133,23,30.01
42.4,55.94,67.89,6,1.251,27.901,38,20,14.47
56.24,48.7,57.52,3,0.986,30.136,58,8,16.42
36.21,54.06,65.97,2,0.788,23.713,58,1,14.11
41.88,56.23,63.55,2,0.906,26.899,97,17,13.11
138.76,34.99,47.63,4,1.241,47.23,203,12,27.09
60.25,47.73,57.99,0,0.552,32.762,102,6,16.3
181.33,31.63,42.96,6,1.41,52.564,219,6,32.11
52.95,48.43,64.76,2,0.721,27.656,56,16,19.03
88.54,46.07,54.49,5,1.063,42.216,54,21,20.01
109.57,39.21,49.8,4,1.072,44.32,23,13,19.89
38.61,52.68,62.39,5,1.081,23.725,47,22,11.8
151.14,36.75,47.56,4,1.289,53.445,69,13,27.92
68.77,47.85,61.36,7,1.32,32.719,85,13,22.71
53.28,53.95,68.13,2,0.774,32.616,157,8,16.77
13.61,53.89,66.7,0,0.467,9.061,98,1,13.28
107.3,44.64,55.35,3,1.098,50.257,151,6,21.54
70.84,51.63,61.74,6,1.459,37.93,20,8,19.3
29.94,54.2,62.16,4,1.066,18.306,208,14,17.42
44.51,46.55,61.53,1,1.031,22.709,33,4,17.69
40.28,54.27,67.84,2,0.845,25.397,8,12,16.75
121.37,39.95,49.38,4,1.201,49.472,94,12,23.3
109.41,42.81,54.16,2,0.863,48.006,143,12,23.66
57.57,53.55,64.52,3,1.076,34.341,52,23,17.91
96.32,45.28,58.62,3,0.958,46.903,36,4,21.6
102.07,37.77,47.33,11,1.672,35.726,186,8,22.77
19.88,60.73,68.68,2,0.702,14.137,181,8,13.72
34.1,51.47,58.88,6,1.506,17.914,165,17,20.02
39.55,49.17,59.17,1,0.69,23.193,49,15,16.67
30.91,51.49,64.38,5,1.347,18.22,118,19,15.08
112.94,45.7,54.1,3,1.044,52.836,152,12,23.23
27.05,56.42,72.19,3,1.011,16.557,95,19,17.21
17.5,53.39,65.61,1,0.607,11.469,40,0,13.29
186.93,30.44,41.94,9,1.57,49.512,182,3,29.69
22.63,53.67,63.98,1,0.698,13.76,206,14,16.13
10.0,62.92,72.18,3,0.845,6.734,37,5,10.22
91.52,43.41,52.24,4,1.211,41.464,154,7,22.94
22.85,54.42,63.6,4,1.078,14.244,195,5,16.1
48.98,49.84,60.58,1,0.804,26.957,119,3,19.27
36.05,56.24,69.03,1,0.73,23.228,11,7,16.87
141.83,40.16,55.24,3,1.065,56.052,152,21,25.03
18.65,53.3,63.55,1,0.829,11.577,203,1,18.5
12.98,60.17,68.7,1,0.816,9.446,58,23,13.69
107.09,42.72,53.5,7,1.535,46.551,31,12,23.38
47.31,45.01,54.3,4,1.003,23.662,56,18,15.72
68.4,49.36,66.92,2,0.91,35.489,178,17,20.88
11.07,55.17,62.8,4,1.062,7.011,123,1,14.66
156.76,36.19,43.62,7,1.405,57.447,4,6,21.88
85.31,42.93,52.51,4,1.349,40.067,129,20,20.6
102.49,39.66,54.86,6,1.206,40.268,179,15,23.3
88.28,48.25,63.79,3,0.99,45.11,41,8,21.72
53.79,45.7,53.7,6,1.297,25.209,128,13,21.19
45.13,52.56,61.72,2,0.807,27.186,51,10,18.47
59.23,48.03,65.89,5,1.208,29.039,5,2,22.04
115.8,41.48,49.22,5,1.24,47.377,88,22,23.64
19.29,48.65,55.98,3,0.751,10.82,170,5,16.39
33.12,51.97,63.02,0,0.59,21.372,147,20,11.5
96.69,47.25,61.17,6,1.179,46.722,23,5,21.19
15.63,57.35,72.56,3,1.03,10.043,41,14,15.56
168.6,35.17,45.19,5,1.204,55.329,119,11,27.63
60.01,51.16,63.9,3,0.866,34.965,71,21,15.05
22.38,53.92,68.04,4,0.996,12.779,73,15,16.54
36.37,46.03,54.04,5,1.201,16.64,96,14,23.91
25.94,59.62,71.59,3,0.802,17.096,167,7,17.05
24.82,54.98,72.11,5,1.119,16.091,127,20,13.46
70.68,47.26,63.57,6,1.313,33.229,187,3,23.08
110.17,43.77,61.03,5,1.219,48.161,23,12,21.42
33.4,44.92,59.4,7,1.282,14.882,102,6,22.48
14.85,51.98,67.13,2,0.878,9.096,121,11,14.91
16.95,47.04,62.82,4,1.071,8.259,166,0,20.53
19.8,57.85,75.51,3,0.913,12.948,113,16,14.55
33.01,47.81,65.16,2,0.969,16.881,201,17,20.84
54.16,47.6,64.15,4,1.022,27.602,184,16,16.8
122.24,37.97,45.2,6,1.243,44.732,151,16,23.74
10.82,56.39,69.62,3,0.464,7.753,88,0,10.34
34.72,53.93,68.29,4,1.007,21.065,71,16,15.06
11.18,59.68,72.06,1,0.753,7.82,117,7,17.48
165.16,39.26,53.39,6,1.513,57.567,102,14,29.58
97.74,40.85,48.94,2,0.999,42.22,7,15,24.6
26.19,56.49,73.36,2,0.989,16.747,51,7,17.54
23.09,48.0,59.0,4,1.122,11.752,183,3,20.79
41.59,49.02,58.16,6,1.165,21.075,101,2,20.51
149.97,33.06,42.54,7,1.41,44.424,208,10,29.24
166.14,37.35,54.1,5,1.247,57.867,54,14,26.77
40.35,47.79,59.12,2,0.961,20.196,212,0,21.37
120.65,41.17,52.98,6,1.429,48.312,177,17,25.13
131.66,38.96,47.19,4,1.366,49.293,79,5,25.26
92.65,44.92,56.77,6,1.315,41.345,134,19,20.41
75.99,43.79,61.38,5,1.18,32.956,217,16,22.84
133.28,41.88,59.4,3,1.287,54.313,139,17,24.98
92.84,43.57,56.7,2,1.061,40.326,205,4,25.23
70.22,44.45,51.46,4,0.803,33.31,25,15,19.2
64.24,51.21,61.9,1,0.803,37.945,36,16,17.37
97.37,47.1,61.75,4,1.238,46.292,1,19,22.56
23.5,49.65,57.33,1,0.66,13.268,72,13,16.68
116.08,43.68,58.68,4,1.04,49.398,173,18,24.17
130.37,37.78,51.07,2,0.862,50.201,212,11,24.12
44.13,50.33,59.42,4,0.977,24.638,119,22,18.57
14.79,52.13,60.97,1,0.689,9.827,93,17,11.85
105.17,43.83,52.49,4,1.061,46.622,205,0,23.36
151.37,36.58,51.22,7,1.47,51.574,129,18,27.05
112.81,36.12,44.67,8,1.449,36.296,118,3,28.67
115.22,38.11,48.22,2,1.045,45.024,19,1,22.73
133.3,35.33,44.84,5,1.435,45.844,48,13,26.13
41.01,47.48,55.29,4,0.961,21.436,153,11,18.37
18.76,54.79,70.99,2,0.975,12.33,153,9,12.76
120.33,44.09,52.83,6,1.209,51.744,109,9,24.53
27.22,58.62,67.53,3,0.955,19.4,154,8,12.66
64.05,41.91,58.89,2,0.899,28.841,152,22,19.9
119.98,42.48,51.89,5,1.16,51.572,15,17,23.9
44.18,48.35,61.7,1,0.657,23.008,183,19,19.39
63.19,44.45,61.01,4,1.149,27.947,152,12,22.57
11.29,59.63,68.23,4,0.925,7.983,49,17,11.87
14.32,61.54,77.54,1,0.623,10.438,47,12,12.8
109.08,38.9,48.59,4,1.3,40.485,210,21,25.48
193.36,33.69,45.97,9,1.78,55.174,56,1,31.42
21.3,54.32,66.14,3,1.148,12.767,8,19,14.66
119.26,44.53,53.62,4,1.285,53.35,7,11,21.69
17.32,56.64,71.89,2,0.661,12.345,50,7,9.61
122.27,44.28,58.25,5,1.201,51.948,138,14,26.28
124.86,38.99,50.88,2,1.097,52.262,100,21,22.49
12.63,54.68,71.54,3,1.016,8.079,161,6,13.23
44.83,48.48,62.26,5,0.914,24.339,51,11,17.45
25.51,56.77,67.75,1,0.75,17.576,51,5,15.03
123.85,45.93,57.77,5,1.584,57.148,89,19,22.93
45.67,47.74,58.11,8,1.264,21.712,174,13,21.49
96.01,38.71,54.14,8,1.371,34.748,111,7,26.12
65.08,43.74,60.95,5,1.095,28.325,167,21,22.49
74.86,43.14,50.38,4,1.111,33.573,21,5,20.81
84.51,47.36,54.94,5,1.127,41.258,90,2,22.56
46.87,50.46,67.31,4,1.117,25.007,96,6,19.4
114.41,45.0,61.42,2,1.0,52.651,15,7,24.05
38.96,44.97,61.04,2,0.728,18.401,69,6,20.94
131.24,39.24,55.14,3,1.091,50.984,62,1,23.02
86.41,41.82,57.49,6,1.507,35.547,100,23,23.92
152.06,38.75,52.98,7,1.558,54.173,37,7,28.12
106.47,45.12,56.86,5,1.191,49.68,60,23,21.03
130.13,38.27,54.09,6,1.256,45.405,210,16,29.89
41.0,52.43,61.05,5,1.235,23.864,32,19,12.66
32.9,47.92,60.08,3,0.772,17.777,180,7,14.14
154.07,38.37,48.51,8,1.359,53.093,119,15,27.32
18.04,58.79,68.83,0,0.379,14.149,18,9,10.86
13.11,53.68,66.09,2,0.918,7.978,88,8,18.67
96.55,47.99,57.33,4,0.974,49.655,113,22,20.69
166.38,33.47,41.45,8,1.593,48.666,61,20,30.68
155.01,38.45,50.77,8,1.237,53.747,59,8,27.98
152.55,32.29,43.51,9,1.656,44.816,156,0,29.63
140.86,38.01,48.47,4,1.202,49.67,8,12,27.33
20.37,55.87,62.98,5,0.978,13.156,204,23,14.05
88.38,44.85,62.78,4,1.11,37.828,71,22,23.65
174.69,33.01,50.94,6,1.596,53.637,84,11,27.86
118.71,43.85,59.77,3,0.864,53.079,28,12,24.71
167.64,36.05,50.94,7,1.47,52.779,193,20,33.25
117.03,38.34,54.21,6,1.345,43.161,49,4,23.42
41.57,52.69,61.9,3,0.719,25.274,177,6,18.65
26.93,50.32,66.74,1,0.842,16.469,72,3,16.25
17.15,57.25,65.91,3,0.884,10.579,7,14,16.99
16.78,57.7,71.92,2,0.663,11.482,90,21,11.82
21.85,59.03,66.84,5,1.164,14.622,115,7,13.19
69.51,49.2,58.9,7,1.153,35.485,103,21,18.41
11.66,58.15,65.48,0,0.797,8.022,217,12,13.96
25.68,49.14,66.45,2,0.801,15.563,114,6,14.67
53.75,44.43,51.72,3,1.145,24.914,171,23,23.62
96.0,40.05,53.83,3,0.748,39.635,82,14,21.15
153.3,36.9,50.06,8,1.433,50.427,32,13,25.93
64.66,41.86,57.06,5,1.34,27.513,110,3,22.32
44.95,50.61,58.35,4,0.9,24.59,123,13,18.27
72.09,45.42,55.17,4,0.948,33.215,92,5,19.28
94.29,40.11,55.65,5,1.249,37.208,168,10,23.73
67.95,41.62,58.42,9,1.596,24.955,212,22,28.21
75.38,47.57,57.08,7,1.518,39.763,18,23,15.14
45.39,54.56,65.26,2,1.071,27.092,15,9,20.87
26.04,56.06,71.65,2,0.908,16.569,60,7,14.28
100.24,47.72,57.94,3,0.949,50.124,129,5,23.73
23.8,55.44,72.3,3,0.935,17.162,10,5,11.01
92.78,48.09,63.98,2,0.916,47.211,43,12,20.74
66.68,48.41,57.67,3,1.058,36.701,90,23,20.35
90.14,50.22,65.56,8,1.303,45.409,83,20,19.49
11.78,50.33,64.66,4,0.978,6.925,186,6,14.9
25.12,56.7,65.45,2,0.72,17.652,120,19,15.23
77.14,40.02,48.79,3,0.905,29.242,192,11,23.98
104.64,47.53,55.62,3,1.396,51.163,167,15,23.32
20.95,49.2,62.78,2,0.662,11.743,91,6,15.78
72.02,46.37,57.21,4,1.155,35.666,215,19,22.73
148.86,35.84,44.45,7,1.273,49.793,185,11,25.17
10.0,62.52,77.6,2,0.615,7.318,109,18,12.96
16.28,46.35,63.09,5,1.071,8.411,187,5,17.65
54.67,46.17,61.88,7,1.446,26.924,57,23,18.99
16.94,54.32,63.47,2,0.725,11.224,46,10,12.39
19.73,50.22,62.16,4,1.279,10.907,174,15,15.56
33.07,47.57,61.46,1,0.931,17.486,173,12,19.39
66.86,45.34,53.16,2,0.931,31.092,49,14,21.41
51.19,44.57,53.77,6,1.138,23.661,166,6,20.07
141.08,39.97,48.83,4,1.194,56.579,112,21,25.06
50.92,50.35,66.05,3,0.807,29.545,123,5,18.49
82.84,45.77,63.64,5,1.2,36.152,186,8,24.74
57.21,41.93,49.56,4,1.039,25.854,36,10,19.86
18.9,55.7,70.86,3,0.974,11.853,89,11,15.1
49.32,50.49,61.48,3,0.905,28.104,64,5,14.66
66.53,42.34,53.55,4,1.131,29.717,122,20,21.42
182.99,34.17,44.8,9,1.9,55.51,35,14,32.46
140.64,38.78,46.89,5,1.083,52.517,27,23,25.43
10.15,57.22,69.17,5,1.179,6.736,153,8,14.16
29.23,56.12,66.56,3,0.99,20.749,13,10,11.28
75.33,48.72,56.34,7,1.281,36.186,92,13,19.16
101.89,41.11,48.39,3,0.908,42.889,216,14,24.02
72.94,39.35,56.86,3,0.965,29.527,219,4,23.89
112.96,40.02,53.54,8,1.509,43.171,40,20,24.42
128.63,36.55,43.9,6,1.243,43.519,204,23,28.18
99.66,43.61,59.43,6,1.111,43.108,74,12,22.42
29.76,55.46,64.5,5,1.021,19.483,44,9,13.33
10.83,55.09,70.92,2,0.827,6.966,111,9,11.79
21.35,57.88,75.3,1,0.733,16.482,107,1,11.31
50.05,43.23,55.67,3,0.962,24.606,83,1,19.56
47.6,52.54,65.94,4,1.034,29.571,94,8,15.26
16.57,54.4,67.08,3,0.807,11.108,22,5,10.79
91.2,43.76,51.63,2,1.185,42.278,58,7,21.39
19.81,61.97,72.18,5,1.163,13.894,44,7,12.77
48.11,43.02,55.54,8,1.649,21.296,205,4,20.37
41.5,51.11,67.78,7,1.378,23.122,109,9,16.02
85.78,40.85,53.33,0,0.783,36.767,120,0,22.7
88.68,46.57,60.45,3,0.886,44.297,97,18,21.13
36.03,52.93,65.73,1,0.575,22.422,194,16,15.57
139.09,38.62,45.84,6,1.528,49.654,175,4,28.78
42.17,51.65,61.72,2,0.837,24.797,152,3,17.9
145.77,34.84,44.88,4,1.202,48.039,69,1,29.63
25.38,52.4,69.72,4,1.136,14.712,68,4,17.0
66.68,37.95,55.22,6,1.307,24.977,206,14,24.6
80.89,45.01,61.65,2,1.111,36.527,204,1,23.71
64.94,48.12,55.52,1,0.493,32.458,62,0,22.42
52.05,47.02,58.88,6,1.345,25.115,74,13,18.77
27.56,55.21,69.53,3,1.027,17.417,73,22,13.89
77.0,42.59,55.96,4,1.268,32.467,172,11,27.23
14.68,60.64,69.43,0,0.581,11.264,208,6,12.63
39.69,57.45,68.95,2,0.609,26.878,195,19,15.46
18.56,51.19,62.81,4,0.868,10.14,185,20,15.52
46.68,53.91,65.33,1,0.737,28.792,77,20,17.98
118.38,45.86,62.94,1,0.991,56.084,70,9,24.87
81.81,41.58,57.1,6,1.315,31.502,195,0,24.4
80.01,45.27,57.09,6,1.085,36.744,87,23,22.72
75.89,43.56,54.7,5,1.251,32.354,48,21,20.1
30.97,48.67,56.41,3,0.989,17.717,185,12,14.62
18.88,56.23,65.02,1,0.819,12.069,106,18,15.23
46.92,45.47,58.9,5,1.167,23.685,19,23,16.32
74.17,46.02,62.58,2,1.131,32.991,197,1,28.52
74.35,51.59,62.51,3,1.088,42.394,65,11,17.81
73.8,50.59,62.19,4,1.081,39.844,68,20,19.4
65.58,46.3,59.61,4,1.231,33.679,117,17,20.05
46.38,48.43,57.25,4,0.856,24.801,60,2,16.3
42.4,44.64,56.25,3,1.041,19.873,182,1,19.36
123.13,39.39,52.62,9,1.785,44.776,152,7,27.32
172.85,33.11,41.45,7,1.402,52.369,124,10,27.08
85.86,45.04,53.37,2,0.955,39.04,44,2,25.51
18.43,55.92,66.35,2,0.98,11.666,108,6,15.39
116.65,43.73,53.85,8,1.527,47.445,60,12,25.41
64.09,50.01,62.78,1,0.849,36.899,211,19,18.56
80.92,46.22,62.83,5,1.3,40.173,174,13,19.67
75.92,50.36,63.7,0,0.566,42.125,26,12,19.64
59.65,50.0,66.52,4,1.009,30.305,116,17,20.39
59.25,52.81,66.52,6,0.978,32.778,171,15,18.82
36.3,55.51,63.62,4,1.125,22.573,115,5,16.67
70.64,50.0,66.34,1,0.717,38.736,28,6,16.47
67.22,46.09,55.03,4,1.186,31.962,31,2,23.58
46.5,50.71,58.27,5,1.095,24.144,161,2,21.77
30.55,53.97,64.02,4,1.057,18.365,115,19,14.85
89.09,44.3,52.8,4,1.139,38.836,119,16,24.7
52.49,51.34,59.99,5,0.781,29.606,60,15,15.01
25.36,58.47,75.14,2,0.64,16.986,58,10,13.5
93.29,45.81,60.14,1,1.074,46.63,90,2,21.98
59.76,49.44,63.23,0,0.698,34.318,119,10,17.46
97.1,41.55,50.2,5,1.3,39.053,103,3,24.78
84.03,42.04,50.29,5,1.31,35.478,193,23,21.43
66.81,50.01,60.41,1,0.889,38.72,42,9,15.99
16.22,58.83,75.65,2,0.975,11.082,104,2,13.2
42.44,46.74,63.88,2,0.848,21.219,52,6,19.65
105.38,42.69,59.53,3,1.178,46.331,2,15,22.9
120.17,39.42,54.67,9,1.531,47.612,91,10,22.57
13.53,57.15,66.71,4,0.867,9.118,13,1,14.88
121.08,38.6,55.55,7,1.383,44.254,82,8,28.74
35.67,47.3,61.32,1,0.858,18.197,139,16,21.37
177.39,31.45,48.75,7,1.521,49.476,83,12,30.23
49.86,48.74,61.34,3,0.818,26.439,149,13,18.01
36.13,53.02,68.91,4,0.971,21.897,65,15,16.4
32.53,54.97,70.2,1,0.797,21.498,88,17,12.79
141.46,33.32,41.71,8,1.409,41.734,192,10,28.24
93.11,46.65,63.67,8,1.404,41.558,54,18,20.56
60.16,56.85,74.13,3,1.076,37.441,110,21,15.25
137.46,43.23,50.49,4,1.101,55.485,157,3,26.58
36.43,55.97,73.85,5,1.112,22.365,80,17,18.7
76.5,46.95,59.28,3,1.116,38.103,67,6,21.87
106.99,31.54,40.51,9,2.024,29.205,153,2,31.62
66.31,52.08,67.59,4,0.894,35.71,17,6,20.4
25.04,50.0,58.45,2,0.886,14.05,59,22,15.9
136.25,37.0,44.82,3,0.97,53.626,90,14,21.6
122.18,40.49,52.53,3,1.054,51.432,48,11,22.94
121.9,42.84,60.66,3,1.125,55.743,119,6,22.39
126.05,38.67,55.8,4,1.174,44.484,136,12,29.72
82.98,47.29,63.81,1,1.144,42.7,212,12,22.77
14.08,58.01,65.35,3,1.066,9.23,132,9,14.96
44.62,52.13,61.04,1,0.637,29.246,130,10,14.88
11.39,61.07,71.31,3,1.042,8.351,159,17,13.22
118.14,44.18,60.78,2,0.948,54.29,46,14,23.33
90.24,40.52,48.83,5,1.317,36.893,104,0,24.4
13.91,58.21,70.87,1,0.554,9.645,183,8,13.98
74.68,49.24,66.0,4,0.919,37.324,39,1,22.5
99.77,40.69,49.08,5,1.281,39.759,64,22,27.55
168.47,35.98,43.42,7,1.337,57.009,49,7,27.06
116.52,36.67,49.04,8,1.396,40.325,211,23,25.29
122.25,40.32,49.84,5,1.144,48.11,78,5,25.92
104.92,44.82,58.12,2,1.048,46.444,72,8,25.62
96.13,45.41,60.96,5,1.119,43.668,179,9,23.72
20.58,50.69,60.59,1,0.72,12.069,200,21,15.39
40.56,50.82,59.98,5,1.259,23.719,2,2,15.86
105.74,42.19,52.8,7,1.308,45.301,193,19,19.77
154.73,37.02,50.72,7,1.541,52.509,155,15,25.94
28.98,46.3,62.71,3,0.979,14.914,190,5,18.77
10.37,53.39,69.42,4,0.861,6.507,19,20,13.23
123.8,39.6,53.21,4,1.217,50.309,9,13,20.85
39.18,46.15,53.17,6,1.676,18.66,74,12,20.52
63.14,48.29,60.13,3,0.833,33.607,187,9,19.35
159.46,36.4,45.66,4,1.241,57.558,110,10,25.44
122.69,40.17,51.14,8,1.501,44.939,158,19,28.8
25.64,52.21,68.72,2,0.887,14.866,54,23,15.31
180.11,34.05,49.77,7,1.525,54.231,74,21,30.83
25.26,58.83,66.24,2,0.923,17.608,193,8,15.25
108.4,46.62,62.99,8,1.474,49.035,108,14,22.47
11.52,55.53,70.66,2,0.531,7.068,171,23,15.69
35.34,49.26,63.07,5,1.1,18.615,141,15,19.25
24.98,47.53,55.9,7,1.204,12.201,39,0,16.09
75.09,45.35,60.99,6,1.106,35.207,207,17,21.23
105.01,38.78,50.98,6,1.212,37.564,208,13,24.36
96.15,43.73,55.31,2,1.138,42.899,171,11,22.51
46.66,44.8,60.55,5,0.936,21.599,103,0,20.44
137.15,39.02,56.71,2,0.86,55.371,94,11,22.9
10.0,59.26,71.71,1,0.563,7.201,66,18,11.68
44.33,47.01,60.82,4,0.986,22.947,142,13,19.34
13.46,57.61,67.25,1,0.466,9.523,68,6,10.62
40.72,53.17,60.81,2,0.781,25.408,41,19,16.49
110.98,45.62,57.74,1,0.908,55.224,14,10,20.07
40.65,49.75,57.02,6,1.189,22.031,93,15,16.87
47.95,45.35,53.49,4,1.068,22.222,179,0,19.83
64.11,37.97,49.21,9,1.8,21.589,174,3,25.75
139.8,36.75,46.66,7,1.295,49.042,187,4,25.86
80.75,43.82,59.74,3,1.177,36.852,133,3,23.98
65.27,41.8,50.07,8,1.402,27.97,191,10,21.31
43.22,50.77,59.28,4,0.863,25.411,172,9,15.73
103.46,40.34,52.27,4,1.131,41.681,177,1,23.5
155.23,38.21,46.75,6,1.257,57.089,112,15,25.42
48.03,53.0,68.24,1,0.781,29.679,19,11,15.19
31.94,52.42,63.04,5,0.927,18.074,84,9,15.71
60.73,43.49,58.43,4,1.024,26.953,186,5,19.32
24.94,56.19,69.13,1,0.834,15.75,163,9,18.21
93.99,43.95,57.51,1,1.105,40.563,3,3,23.9
10.0,59.96,70.79,2,0.676,7.629,21,21,10.65
46.27,53.95,69.67,2,0.863,29.192,145,12,17.82
14.46,49.54,64.17,5,1.174,7.999,215,20,17.44
10.62,62.12,71.91,5,1.01,8.281,161,20,10.81
69.16,40.04,56.45,7,1.365,26.023,208,11,25.22
80.95,49.95,57.7,4,1.158,45.388,15,9,16.82
92.34,45.05,53.38,3,0.869,40.888,193,17,24.05
145.41,35.77,49.89,5,1.312,52.818,29,9,23.33
51.02,52.41,68.8,5,1.226,28.563,194,10,19.36
28.54,49.25,64.48,5,1.162,14.858,214,9,20.1
18.54,52.12,60.32,2,0.818,10.405,112,14,17.32
29.53,55.98,63.56,1,0.839,19.158,117,1,15.65
70.63,44.57,56.89,7,1.175,32.383,110,6,21.65
52.94,39.56,52.29,7,1.277,20.832,122,16,23.27
144.17,34.13,43.32,6,1.365,45.584,180,11,25.91
99.14,39.55,50.39,3,1.251,40.469,62,16,21.87
51.3,50.51,68.32,5,0.88,28.553,63,15,14.61
96.08,45.71,62.99,4,0.965,43.25,213,7,21.89
56.73,50.74,58.09,3,0.887,30.237,187,10,20.18
14.21,56.45,73.46,6,1.49,8.75,119,1,15.92
84.06,49.44,56.87,3,1.113,44.475,44,18,21.54
101.33,39.94,55.35,4,1.442,40.546,210,10,24.12
71.17,45.89,58.69,6,1.437,33.347,193,6,23.29
23.58,52.59,62.46,3,0.754,14.032,72,12,17.78
66.03,46.88,62.62,3,1.048,33.006,119,0,21.81
28.82,57.21,66.3,1,0.775,19.895,92,9,13.92
161.61,38.17,55.09,5,1.288,56.546,185,21,29.48
59.33,51.5,65.41,4,1.108,30.456,151,9,20.68
110.81,42.31,51.15,4,0.986,46.926,108,8,25.01
82.37,43.83,59.4,6,1.314,35.939,212,10,20.84
102.96,46.86,57.28,2,0.98,48.762,134,6,26.4
61.0,48.88,62.98,6,1.127,30.399,107,5,18.09
91.79,40.67,55.6,4,1.144,36.229,203,11,26.12
72.42,42.9,57.52,6,1.253,31.354,99,15,23.11
140.64,38.94,51.79,4,0.936,55.079,92,5,22.86
19.86,56.31,71.34,2,0.79,13.131,86,5,14.27
34.09,59.53,72.26,1,0.878,24.486,49,17,14.5
77.11,43.45,56.43,7,1.401,34.878,62,12,20.13
16.97,58.69,76.25,2,0.982,11.113,20,7,14.17
141.52,36.07,52.25,4,1.384,49.79,160,20,25.72
104.75,47.03,61.94,3,0.626,51.384,130,23,21.58
30.14,50.21,61.29,3,0.913,17.198,205,20,16.52
166.57,33.95,48.62,6,1.237,54.929,134,6,25.74
63.22,54.57,71.61,3,0.819,38.128,18,23,15.5
82.62,44.57,60.4,5,1.094,37.041,136,8,20.2
41.84,52.67,65.91,3,0.915,24.452,39,1,18.79
69.17,46.89,64.42,4,1.113,35.836,9,12,20.85
32.78,52.27,62.41,4,0.856,19.788,146,22,15.62
14.82,50.54,60.85,2,1.066,8.29,7,0,17.57
99.71,41.88,56.86,5,1.345,44.38,90,0,23.32
163.01,38.35,49.2,7,1.463,55.826,197,0,31.06
17.2,58.39,68.85,5,1.01,11.104,57,20,13.71
70.63,46.16,57.68,2,0.939,37.191,153,5,15.46
29.74,53.48,71.2,1,0.775,19.669,83,11,17.79
43.9,50.63,63.44,2,0.83,25.805,25,1,16.83
36.87,52.44,59.63,3,0.808,21.026,44,22,16.3
13.66,58.52,65.95,2,0.46,9.994,17,18,10.37
126.56,43.07,52.53,2,0.953,57.311,34,13,20.64
86.53,42.29,58.28,3,1.063,36.054,36,20,23.75
72.27,46.93,58.16,2,0.855,35.47,194,4,20.56
72.74,48.13,57.43,6,1.26,36.252,177,9,20.71
16.19,54.03,71.66,2,0.721,10.781,78,23,13.01
53.65,44.06,51.97,3,0.923,26.876,159,12,17.24
126.5,45.92,57.74,7,1.413,54.113,45,7,24.94
67.53,49.56,56.8,6,1.335,34.865,140,14,20.68
57.0,44.96,61.36,2,0.84,27.007,45,22,19.72
26.71,55.7,62.75,3,0.883,17.46,141,2,15.36
32.21,49.97,67.12,2,0.797,19.247,79,23,14.74
121.39,39.97,47.0,4,1.013,47.941,189,11,24.14
90.0,46.6,63.14,4,0.993,39.471,183,2,24.21
53.5,41.6,56.14,3,1.165,23.415,74,23,22.97
118.74,44.44,54.52,4,1.053,52.736,10,13,22.9
13.63,50.78,61.53,6,1.047,7.529,71,4,16.63
102.05,43.24,53.27,4,1.102,45.764,62,4,21.63
77.22,43.58,59.49,3,1.243,33.801,94,2,24.07
122.09,42.0,54.91,4,1.411,52.574,126,12,24.41
143.42,36.12,52.74,5,1.234,51.599,217,6,24.11
34.44,56.28,74.2,4,0.84,22.935,14,7,12.45
13.57,52.37,64.18,4,1.052,8.287,122,13,14.98
115.94,46.05,61.66,10,1.594,51.403,38,23,22.63
136.0,38.84,52.59,8,1.58,49.072,120,20,27.5
23.41,53.79,64.38,3,0.836,14.741,140,2,14.76
68.91,47.55,62.81,3,1.203,33.96,178,8,20.65
43.68,51.43,60.6,2,0.771,25.835,123,5,17.13
88.55,47.19,61.22,4,1.182,43.946,39,8,21.48
123.2,42.67,56.61,7,1.551,51.313,201,21,23.66
81.51,45.04,60.56,7,1.352,38.666,89,8,19.59
163.27,35.92,52.32,6,1.474,55.405,106,15,28.98
12.3,59.75,71.81,2,0.692,9.158,141,20,11.49
50.8,49.59,61.04,3,0.864,26.96,59,6,19.3
61.88,43.6,58.17,12,1.928,24.478,217,11,23.93
29.34,56.86,69.31,1,0.774,19.601,10,19,15.87
43.47,54.42,71.56,4,1.13,25.13,34,7,18.9
23.8,49.44,65.02,4,0.965,13.05,217,16,17.28
64.09,46.42,58.72,6,1.029,32.347,99,4,17.17
40.97,51.03,65.23,3,0.836,23.03,196,22,18.06
96.17,39.94,49.4,5,1.283,36.861,199,3,30.29
55.4,49.58,66.36,3,1.009,28.458,217,16,18.94
11.66,50.98,61.21,4,0.952,6.736,159,23,15.99
76.45,43.96,59.68,3,1.077,33.72,150,3,23.28
67.06,48.37,60.04,3,0.95,34.896,135,11,19.6
126.17,40.46,50.39,6,1.215,49.996,150,22,22.46
30.89,56.39,73.77,2,0.816,21.379,57,1,14.64
122.96,38.99,54.36,4,1.206,44.708,179,7,27.89
111.43,42.43,57.66,3,0.856,51.614,41,21,21.91
